1DE4,24.594711,42,(1 0 0 0),0,10044,3063,3.2791381,2,2,1,0,86.5,0.002304147465
1DFJ,10.996033,13,(1 0 0 0),0,3414,951,3.589905363,1,1,1,0,0,0.008412197687
1dm3,11.437514,35,(0 0 1 0),1,2807,2807,1,1,1,1,0,0,0.001425008906
1DQJ,8.778931,6,(1 0 0 0),0,1001,3244,3.240759241,1,2,2,0,2,0.003082614057
1E_96,18.71972901,8,(1 0 0 0),0,1502,1419,1.058491896,1,1,1,0,0,0.004255319149
1E4K,18.023241,2,(1 0 0 0),0,1384,3658,2.643063584,1,2,2,0,0,0.00225606317
1E6E,14.058398,8,(1 0 0 0),0,859,3571,4.157159488,1,1,1,0,0,0.001405283867
1EAW,9.160546,12,(1 0 0 0),0,445,1864,4.188764045,1,1,1,0,0,0.003755364807
1ebo,4.6819143,12,(0 1 0 0),0,876,894,1.020547945,1,1,1,0,0,0.002283105023
1EER,26.42307849,13,(1 0 0 0),0,3328,1291,2.577846631,2,1,2,0,0,0.003084040093
1EFN,9.697858,5,(1 0 0 0),0,428,878,2.051401869,1,1,1,0,0,0.00118623962
1EWY,11.911653,12,(0 0 1 0),0,750,2492,3.322666667,1,2,2,0,150.5,0.001254705144
1EXB,13.35222,5,(1 0 0 0),0,3076,10372,3.371911573,4,4,1,0,0,0.00196155355
1EZU,20.551472,15,(0 0 1 0),0,2198,1656,1.327294686,2,1,2,0,0,0.007220216606
1F34,17.003366,7,(1 0 0 0),0,1074,2423,2.256052142,1,1,1,0,0,0.002470152326
1F51,7.7845864,12,(0 0 1 0),0,940,2993,3.184042553,1,2,2,0,0.5,0.0008035355564
1F6M,5.250722,25,(0 0 1 0),0,822,2476,3.01216545,1,1,1,0,0,0.001633319722
1FAK,8.552531,11,(1 0 0 0),1,1495,2782,1.860869565,1,2,2,0,71.5,0.008276899925
1FCC,17.346346,5,(0 0 1 0),0,434,3312,7.631336406,1,2,2,0,0,0.002415458937
1FFW,9.795287,9,(0 0 1 0),0,513,978,1.906432749,1,1,1,0,0,0
1FLE,10.795059,0,(1 0 0 0),0,341,1822,5.343108504,1,1,1,0,0,0.004390779363
1FQ1,13.092132,7,(1 0 0 0),0,2402,1439,1.669214732,2,1,2,147,0,0.007862759114
1FQJ,18.41422,16,(1 0 0 0),0,1111,2583,2.324932493,1,2,2,0,158,0.002721617418
1FSK,12.795807,40,(1 0 0 0),0,1230,3347,2.721138211,1,2,2,0,3,0.002987750224
1GCQ,14.70365846,2,(1 0 0 0),0,558,468,1.192307692,1,1,1,0,0,0.0005767012687
1GHQ,20.52347,12,(1 0 0 0),0,987,2417,2.448834853,1,1,1,0,0,0.0008631851532
1GL1,5.034663,12,(1 0 0 0),1,240,1754,7.308333333,1,1,1,0,0,0.005763688761
1GLA,13.725169,4,(0 0 1 0),0,1201,3778,3.145711907,1,1,1,0,0,0.001285016705
1GP2,17.378239,10,(1 0 0 0),0,3021,2788,1.083572453,2,1,2,142.5,0,0.003170828379
1GPW,20.27927924,25,(0 0 1 0),0,1616,1937,1.198638614,1,1,1,0,0,0.0005130836326
1GRN,15.405939,8,(1 0 0 0),0,1586,1522,1.042049934,1,2,2,0,95,0.003957783641
1GXD,38.85007905,10,(1 0 0 0),0,1504,4963,3.299867021,1,1,1,0,0,0.003448275862
1H1V,19.92985,8,(1 0 0 0),0,2539,2875,1.132335565,1,1,1,0,0,0
1H9D,14.949962,6,(1 0 0 0),1,1036,955,1.084816754,1,1,1,0,0,0
1HCF,13.3457155,11,(1 0 0 0),0,809,1802,2.227441286,1,2,2,0,0,0.007402837754
1HCF,12.135505,14,(1 0 0 0),0,809,1802,2.227441286,1,2,2,0,0,0.007402837754
1HE1,14.256699,14,(0 0 1 0),0,1374,997,1.378134403,1,1,1,0,0,0
1HE8,26.481602,6,(1 0 0 0),0,1358,6070,4.469808542,2,1,2,82.5,0,0.002352249338
1HIA,8.002676,11,(1 0 0 0),0,353,1787,5.062322946,1,2,2,0,35,0.005558643691
1I2M,14.752614,22,(1 0 0 0),0,2899,1346,2.153789004,1,1,1,0,0,0.001859888407
1I4D,19.335003,7,(1 0 0 0),0,1409,3004,2.132008517,2,2,1,88,1.5,0.0006216972334
1I9R,20.82111,31,(1 0 0 0),0,3297,3276,1.006410256,2,3,1.5,2,0,0.00269541779
1IB1,12.487434,4,(1 0 0 0),0,1656,3642,2.199275362,2,2,1,87,0,0.001633542064
1IBR,15.78849,11,(1 0 0 0),0,3573,1403,2.546685674,1,2,2,0,84,0.001992031873
1IJK,11.455652,7,(1 0 0 0),0,1595,2071,1.298432602,1,2,2,0,7,0.006734006734
1IQD,18.271923,10,(1 0 0 0),0,1246,3089,2.479133226,1,2,2,0,4,0.002589834898
1IRA,16.006872,1,(1 0 0 0),0,1139,2499,2.194029851,1,1,1,0,0,0.003987240829
1IRA,15.791844,5,(1 0 0 0),0,1139,2499,2.194029851,1,1,1,0,0,0.003987240829
1J2J,8.489479,4,(1 0 0 0),0,339,1354,3.994100295,1,1,1,0,0,0.0007331378299
1j30,13.888817,2,(0 0 0 0),0,1109,1084,1.023062731,1,1,1,0,0,0
1JIW,9.421321,11,(0 0 1 0),0,792,3505,4.425505051,1,1,1,0,0,0
1JIW,7.748635,8,(0 0 1 0),0,792,3505,4.425505051,1,1,1,0,0,0
1JK9,13.511953,2,(1 0 0 0),0,1107,1870,1.689250226,1,1,1,0,0,0.002944640754
1JMO,19.598406,3,(1 0 0 0),0,2470,3428,1.387854251,2,1,2,106,0,0.0009566326531
1JPS,21.01092,7,(1 0 0 0),0,1611,3247,2.015518312,1,2,2,0,0,0.002468373959
1JPS,19.029566,7,(1 0 0 0),0,1611,3247,2.015518312,1,2,2,0,0,0.002468373959
1JTD,18.96355,12,(0 0 1 0),0,2018,1932,1.044513458,1,1,1,0,0,0
1JTG,19.37982896,13,(0 0 1 0),0,1235,2022,1.637246964,1,1,1,0,0,0.0009852216749
1JWH,29.574873,15,(1 0 0 0),0,2860,3293,1.151398601,1,2,2,0,2,0.004
1JZD,12.628892,8,(0 0 1 0),0,945,3278,3.468783069,1,2,2,0,2.5,0.001834862385
1K5D,15.482612,33,(1 0 0 0),0,2698,2900,1.074870274,1,3,3,0,86.05553762,0.002163721601
1K74,14.385933,6,(1 0 0 0),1,2297,1840,1.248369565,2,2,1,128,111,0.002160994057
1KAC,20.27203089,3,(1 0 0 0),0,959,1401,1.460896767,1,1,1,0,0,0.002141327623
1KKL,18.88203889,4,(0 0 1 0),0,625,3805,6.088,1,3,3,0,0.8164965809,0
1KLU,23.755198,5,(0 0 1 0),1,1880,3027,1.610106383,1,2,2,0,5.5,0.00197109067
1kq1,11.829566,12,(0 0 1 0),0,499,499,1,1,1,1,0,0,0
1kq1,10.344348,22,(0 0 1 0),0,490,537,1.095918367,1,1,1,0,0,0
1KTZ,13.835674,1,(1 0 0 0),0,840,653,1.286370597,1,1,1,0,0,0.01011235955
1KXP,17.795023,12,(1 0 0 0),0,3431,2767,1.239971088,1,2,2,0,174,0
1KXQ,14.150837,25,(1 0 0 0),0,916,3910,4.268558952,1,1,1,0,0,0.00307062436
1LFD,11.041664,5,(1 0 0 0),0,697,1363,1.955523673,1,1,1,0,0,0.00221402214
1M10,18.80060783,10,(1 0 0 0),0,2087,1601,1.303560275,1,1,1,0,0,0.001199760048
1M27,15.30145631,0,(1 0 0 0),1,491,913,1.859470468,1,2,2,0,46.5,0.002190580504
1MAH,11.658175,8,(1 0 0 0),0,460,4116,8.947826087,1,1,1,0,0,0.001442654484
1ML0,12.054237,1,(1 0 0 0),0,515,5706,11.07961165,1,2,2,0,0,0.003855590606
1MLC,10.795597,18,(1 0 0 0),0,1001,3290,3.286713287,1,2,2,0,2,0.003039513678
1MLC,9.87216,19,(1 0 0 0),0,1001,3290,3.286713287,1,2,2,0,2,0.003039513678
1MQ8,18.127504,15,(1 0 0 0),0,1419,1421,1.001409443,1,1,1,0,0,0.004178272981
1N2C,35.6499,23,(0 0 1 0),0,4132,15926,3.854307841,2,4,2,0,22,0.002155855684
1N2C,31.470953,22,(0 0 1 0),0,4132,15926,3.854307841,2,4,2,0,22,0.002155855684
1NCA,17.968838,12,(1 0 0 0),0,3075,3329,1.082601626,1,2,2,0,3.5,0.003003905077
1nq3,17.738956,16,(1 0 0 0),0,972,977,1.005144033,1,1,1,0,0,0
1nqm,21.48517391,15,(0 0 1 0),0,873,882,1.010309278,1,1,1,0,0,0
1nqu,10.943029,20,(0 0 1 0),0,1177,1177,1,1,1,1,0,0,0.000849617672
1NSN,13.322651,3,(0 0 1 0),0,1108,3282,2.962093863,1,2,2,0,3.5,0.002437538087
1NW9,12.494381,1,(1 0 0 0),0,746,1843,2.470509383,1,1,1,0,0,0.005854177754
1NW9,10.197627,1,(1 0 0 0),0,746,1843,2.470509383,1,1,1,0,0,0.005854177754
1OC0,7.999199,9,(1 0 0 0),0,286,2901,10.14335664,1,1,1,0,0,0
1OFU,21.36989,18,(0 0 1 0),0,2208,1828,1.207877462,1,2,2,0,0,0.002183406114
1OPH,13.948154,9,(1 0 0 0),0,1624,2918,1.79679803,1,1,1,0,0,0.0003382949932
1OYV,7.761569,8,(0 0 1 0),0,781,1920,2.458386684,1,1,1,0,0,0
1p7z,14.743054,7,(0 0 1 0),0,5744,5744,1,1,1,1,0,0,0
1pj1,9.0090475,7,(0 0 1 0),0,2781,2781,1,1,1,1,0,0,0.001797914419
1pjl,21.107668,11,(1 0 0 0),0,4232,4232,1,1,1,1,0,0,0
1pjl,20.886862,16,(1 0 0 0),0,4232,4232,1,1,1,1,0,0,0
1PPE,7.537558,3,(1 0 0 0),0,222,1629,7.337837838,1,1,1,0,0,0.007366482505
1PVH,13.306229,8,(1 0 0 0),0,1292,1624,1.256965944,1,1,1,0,0,0.003022974607
1PXV,13.843385,6,(0 0 1 0),0,922,1486,1.611713666,1,1,1,0,0,0.001419446416
1QA9,17.4538421,3,(1 0 0 0),0,776,846,1.090206186,1,1,1,0,0,0.002764340014
1QFW,26.99663095,14,(1 0 0 0),0,1476,1762,1.193766938,2,2,1,12,6.5,0.00227014756
1R0R,5.916452,8,(0 0 1 0),0,383,1918,5.007832898,1,1,1,0,0,0
1R6Q,16.67104,6,(0 0 1 0),0,694,1126,1.622478386,1,1,1,0,0,0.0008880994671
1R8S,19.76329219,7,(1 0 0 0),0,1521,1313,1.158415842,1,2,2,0,79.5,0.0006798096533
1RKE,13.89062,7,(1 0 0 0),0,1370,2060,1.503649635,1,1,1,0,0,0.0009852216749
1RLB,21.635784,19,(1 0 0 0),0,1453,3760,2.587749484,2,4,2,86,1.5,0.001146788991
1RV6,17.07794,15,(1 0 0 0),0,745,1495,2.006711409,1,2,2,0,0.5,0.01034928849
1S1Q,6.8417797,8,(1 0 0 0),0,566,1106,1.954063604,1,1,1,0,0,0.00172860847
1s57,11.125654,18,(1 0 0 0),0,1167,1167,1,1,1,1,0,0,0.002504173623
1s57,10.814376,22,(1 0 0 0),0,1198,1167,1.026563839,1,1,1,0,0,0.002504173623
1s57,10.773392,22,(1 0 0 0),0,1198,1198,1,1,1,1,0,0,0.002504173623
1s57,10.708545,21,(1 0 0 0),0,1167,1167,1,1,1,1,0,0,0.002504173623
1s5z,8.180616,15,(1 0 0 0),0,1147,1147,1,1,1,1,0,0,0
1S78,24.127222,25,(1 0 0 0),0,4277,3322,1.287477423,1,2,2,0,4,0.00300932892
1SBB,19.996614,12,(0 0 1 0),0,1975,1826,1.081599124,1,1,1,0,0,0.00273822563
1sk6,13.728079,6,(0 0 0 0),0,3706,1125,3.294222222,1,1,1,0,0,0
1sk6,6.015103,6,(0 0 1 0),0,3924,1125,3.488,1,1,1,0,0,0
1sk6,4.118489,5,(0 0 1 0),0,3937,1125,3.499555556,1,1,1,0,0,0
1slt,14.97206739,3,(1 0 0 0),0,988,991,1.003036437,1,1,1,0,0,0
1swd,18.09079,10,(0 0 1 0),0,875,882,1.008,1,1,1,0,0,0
1swl,4.535472,12,(0 0 1 0),0,835,835,1,1,1,1,0,0,0
1swp,17.156012,8,(0 0 1 0),0,872,872,1,1,1,1,0,0,0
1SYX,20.57279186,11,(1 0 0 0),0,518,1112,2.146718147,1,1,1,0,0,0.001904761905
1T6B,14.798394,13,(0 0 1 0),0,1316,5379,4.087386018,1,1,1,0,0,0
1TMQ,8.135054,12,(1 0 0 0),0,889,3598,4.047244094,2,1,2,58,0,0.002495840266
1tnu,5.6943393,48,(1 0 0 0),1,2675,2719,1.016448598,1,1,1,0,0,0.0007476635514
1UDI,13.895439,5,(0 1 0 0),0,654,1818,2.779816514,1,1,1,0,0,0.003285870756
1VFB,14.918981,3,(1 0 0 0),0,1001,1730,1.728271728,1,2,2,0,4.5,0.002297530155
1VFB,12.513424,6,(1 0 0 0),0,1001,1730,1.728271728,1,2,2,0,4.5,0.002297530155
1WDW,23.90523,52,(0 0 0 0),0,1895,5954,3.141952507,1,2,2,0,0,0.0003350083752
1WEJ,13.273216,7,(1 0 0 0),0,868,3340,3.847926267,1,2,2,0,4.5,0.003013863773
1WQ1,15.902829,8,(1 0 0 0),0,1350,2533,1.876296296,2,1,2,82.5,0,0.002316602317
1ww6,6.1657743,23,(1 0 0 0),0,1193,1193,1,1,1,1,0,0,0
1wwr,13.452335,7,(0 0 1 0),0,1232,1252,1.016233766,1,1,1,0,0,0.003246753247
1XD3,4.7314878,18,(1 0 0 0),0,597,1829,3.063651591,1,1,1,0,0,0.001807228916
1XQS,23.75069917,7,(1 0 0 0),0,1339,2046,1.528005975,2,1,2,82,0,0.006042296073
1XU1,12.033187,12,(1 0 0 0),0,307,3252,10.59283388,1,3,3,0,0,0.001911436763
1Y64,23.343071,9,(1 0 0 0),0,2815,3335,1.184724689,2,1,2,177.5,0,0.0008995502249
1YVB,8.386599,12,(1 0 0 0),0,881,1908,2.165720772,1,1,1,0,0,0.004716981132
1Z0K,11.60526,11,(1 0 0 0),0,475,1347,2.835789474,1,2,2,0,84,0.002105263158
1Z5Y,9.168853,3,(0 0 1 0),0,952,1089,1.143907563,1,1,1,0,0,0.001684919966
1ZHH,20.451796,13,(0 0 1 0),0,1651,2775,1.680799515,1,1,1,0,0,0.000366703337
1ZHI,19.408749,3,(1 0 0 0),0,1036,1597,1.541505792,1,1,1,0,0,0.0006031363088
1ZHI,18.932241,3,(1 0 0 0),0,1036,1597,1.541505792,1,1,1,0,0,0.0006031363088
1ZLI,12.362784,3,(1 0 0 0),0,533,2440,4.577861163,1,1,1,0,0,0.002157164869
1ZM4,18.368637,30,(0 0 1 0),0,1630,6405,3.929447853,1,1,1,0,0,0.001246300047
2A1A,19.978636,7,(1 0 0 0),0,1314,2178,1.657534247,1,1,1,0,0,0.001961745954
2A1A,16.15874,3,(1 0 0 0),0,1314,2178,1.657534247,1,1,1,0,0,0.001961745954
2A5T,13.213234,10,(1 0 0 0),0,2096,2075,1.010120482,1,1,1,0,0,0.003109729009
2A9K,20.683178,10,(1 0 0 0),0,1671,1396,1.196991404,1,1,1,0,0,0.000726744186
2A9K,16.367977,9,(1 0 0 0),0,1627,1368,1.189327485,1,1,1,0,0,0.000726744186
2a9w,3.9157052,24,(0 0 1 0),0,2142,2142,1,1,1,1,0,0,0.00233426704
2ABZ,9.217722,4,(1 0 0 0),0,463,2392,5.166306695,1,1,1,0,0,0.0008322929671
2AJF,23.418056,16,(1 0 0 0),0,1403,4870,3.471133286,1,1,1,0,0,0.001642373229
2aq6,7.293921,8,(0 0 1 0),0,1116,1116,1,1,1,1,0,0,0
2aqp,9.215119,8,(0 0 1 0),0,1148,1148,1,1,1,1,0,0,0.001742160279
2AYO,11.936378,4,(0 0 0 0),0,597,2810,4.706867672,1,1,1,0,0,0.002940095553
2AYO,9.380991,1,(1 0 0 0),0,597,2810,4.706867672,1,1,1,0,0,0.002940095553
2b24,17.5495,30,(0 0 1 0),0,3506,3506,1,1,1,1,0,0,0
2b24,13.869269,39,(0 0 1 0),0,3506,1330,2.636090226,1,1,1,0,0,0
2b2e,12.637305,2,(0 1 0 0),1,962,962,1,1,1,1,0,0,0.002079002079
2B42,5.8370814,10,(0 0 1 0),0,1443,2604,1.804573805,1,1,1,0,0,0.004624277457
2B4J,13.304368,10,(1 0 0 0),0,664,2175,3.27560241,1,2,2,0,5,0.001808318264
2BTF,14.497178,10,(1 0 0 0),0,1047,2951,2.818529131,1,2,2,0,187,0
2C0L,13.094595,4,(1 0 0 0),0,922,2280,2.472885033,1,1,1,0,0,0.002141327623
2CFH,16.10953989,9,(1 0 0 0),0,1192,1293,1.084731544,1,1,1,0,0,0.00243902439
2cfx,22.11786,7,(0 0 1 0),0,1080,1076,1.003717472,1,1,1,0,0,0
2cfx,21.12194,7,(0 0 1 0),0,1076,1076,1,1,1,1,0,0,0
2DD8,13.977326,13,(1 0 0 0),0,1530,3210,2.098039216,1,2,2,0,4,0.002506265664
2eb6,18.348448,24,(0 0 1 0),0,2094,2085,1.004316547,1,1,1,0,0,0
2ed3,4.5486646,14,(0 0 0 0),0,2086,2086,1,1,1,1,0,0,0.0004793863854
2ed5,4.6701894,12,(0 0 0 0),0,2088,2088,1,1,1,1,0,0,0.0004789272031
2ed6,9.974966,15,(0 1 0 0),0,1288,1288,1,1,1,1,0,0,0.0007763975155
2FD6,14.135116,12,(1 0 0 0),0,1906,3266,1.713536201,1,2,2,0,1,0.002759889604
2FJG,16.49495,22,(1 0 0 0),0,1531,3250,2.122795558,2,2,1,0.5,3.5,0.002769230769
2FJU,12.659073,12,(1 0 0 0),0,1415,5611,3.965371025,1,1,1,0,0,0.001577840112
2G77,19.69295348,2,(1 0 0 0),0,1402,2767,1.97360913,1,1,1,0,0,0.001103752759
2GAF,22.21139893,7,(0 1 0 0),0,2369,3640,1.536513297,1,1,1,0,0,0.001883239171
2GTP,11.618503,15,(1 0 0 0),0,1026,2482,2.419103314,1,1,1,0,0,0.003144654088
2H7V,26.108248,6,(0 0 1 0),0,1439,2151,1.494788047,1,1,1,0,0,0
2HLE,18.88607,1,(1 0 0 0),0,994,1473,1.481891348,1,1,1,0,0,0.002772002772
2hmf,29.15299802,17,(0 0 0 0),0,3540,3540,1,1,1,1,0,0,0
2hmf,13.603851,18,(0 0 0 0),0,3540,3540,1,1,1,1,0,0,0
2HMI,37.14354746,11,(1 0 0 0),1,3264,7630,2.337622549,2,2,1,3,64,0.0002491590881
2HQS,18.026546,37,(0 0 1 0),0,858,3106,3.62004662,1,1,1,0,0,0
2HRK,6.829573,3,(1 0 0 0),0,831,1353,1.628158845,1,1,1,0,0,0.001453488372
2I25,4.9394584,12,(1 0 0 0),0,1000,877,1.140250855,1,1,1,0,0,0.004587155963
2I9B,13.364759,28,(1 0 0 0),0,966,2034,2.105590062,1,1,1,0,0,0.0137254902
2IDO,14.983212,9,(0 0 1 0),0,604,1360,2.251655629,1,1,1,0,0,0.001470588235
2J0T,15.193749,16,(1 0 0 0),0,906,1268,1.399558499,1,1,1,0,0,0
2j3g,7.3262973,33,(1 0 0 0),0,1732,1714,1.01050175,1,1,1,0,0,0.003464203233
2j3g,7.079491,31,(1 0 0 0),0,1739,1714,1.014585764,1,1,1,0,0,0.003464203233
2J7P,15.918606,16,(0 0 1 0),0,2039,2279,1.117704757,1,1,1,0,0,0
2JEL,9.296845,2,(0 0 1 0),0,640,3297,5.1515625,1,2,2,0,0.5,0.002426448286
2MTA,9.743291,7,(0 0 1 0),0,807,3853,4.774473358,1,2,2,0,124,0.003746320578
2nq2,24.26090551,7,(0 0 1 0),0,2347,2258,1.039415412,1,1,1,0,0,0
2NZ8,15.079835,4,(1 0 0 0),0,1383,2280,1.648590022,1,1,1,0,0,0.002396166134
2O3B,10.500007,8,(0 0 1 0),0,1056,1856,1.757575758,1,1,1,0,0,0.0005488474204
2O8V,9.206149,2,(0 0 1 0),0,821,1851,2.2545676,1,1,1,0,0,0
2oie,13.266086,4,(1 0 0 0),0,850,805,1.055900621,1,1,1,0,0,0.001176470588
2OOB,5.222625,2,(1 0 0 0),0,574,350,1.64,1,1,1,0,0,0
2OOR,11.894926,9,(0 0 1 0),0,1350,5454,4.04,1,2,2,0,7,0.001120657452
2OT3,14.682553,3,(1 0 0 0),0,1209,1970,1.629445823,1,1,1,0,0,0.003984063745
2OUL,11.857257,9,(1 0 0 0),0,827,1908,2.30713422,1,1,1,0,0,0.004817987152
2p7v,11.251227,2,(0 0 1 0),0,1211,559,2.166368515,1,1,1,0,0,0.0008257638315
2PCC,13.780174,13,(1 0 0 0),0,890,2414,2.712359551,1,1,1,0,0,0.0004198152813
2SIC,10.974614,11,(0 0 1 0),0,764,1938,2.536649215,1,1,1,0,0,0
2SIC,9.573866,6,(0 0 1 0),0,764,1938,2.536649215,1,1,1,0,0,0
2SNI,8.082659,6,(0 0 1 0),0,513,1938,3.777777778,1,1,1,0,0,0
2SNI,7.6554103,10,(0 0 1 0),0,513,1938,3.777777778,1,1,1,0,0,0
2UUY,7.604281,2,(1 0 0 0),0,397,1629,4.103274559,1,1,1,0,0,0.007366482505
2VDB,17.557098,2,(0 0 1 0),0,437,4346,9.945080092,1,1,1,0,0,0.007789895393
2VDB,15.270472,2,(0 0 1 0),0,437,4346,9.945080092,1,1,1,0,0,0.007789895393
2VXT,8.411736,17,(1 0 0 0),0,1255,3230,2.573705179,1,2,2,0,3,0.003035822708
2W9E,20.924488,9,(1 0 0 0),0,828,3249,3.923913043,1,2,2,0,1.5,0.002460781298
2ww2,25.77304,29,(0 0 1 0),0,5846,5833,1.002228699,1,1,1,0,0,0
2ww2,19.716192,30,(0 0 0 0),0,5802,5833,1.005342985,1,1,1,0,0,0
2X9A,9.258956,4,(0 0 1 0),0,476,664,1.394957983,1,1,1,0,0,0.002642007926
2YVJ,18.02349641,20,(0 0 1 0),0,808,3080,3.811881188,1,1,1,0,0,0.001307189542
2Z0E,18.39894,3,(1 0 0 0),0,946,2447,2.586680761,1,1,1,0,0,0.004322200393
3A4S,17.38792589,7,(1 0 0 0),0,493,1245,2.52535497,1,1,1,0,0,0.003157063931
3a98,12.304459,0,(1 0 0 0),0,1246,1507,1.209470305,1,1,1,0,0,0.0008025682183
3a9s,30.314968,18,(0 0 1 0),0,4604,4604,1,1,1,1,0,0,0
3AAA,17.111626,9,(1 0 0 0),0,896,4137,4.6171875,1,2,2,0,8.5,0.001707317073
3AAD,13.070066,10,(1 0 0 0),0,1231,2164,1.75792039,1,1,1,0,0,0.001824817518
3BIW,20.147617,39,(1 0 0 0),0,1359,4186,3.080206034,1,1,1,0,0,0.001596351197
3BP8,16.17624,10,(0 0 0 0),0,542,5845,10.78413284,1,2,2,0,0.5,0.001364721938
3BX7,18.057762,2,(0 0 0 0),0,897,1389,1.548494983,1,1,1,0,0,0.001489203276
3cf0,23.08872213,62,(1 0 0 0),0,2199,2199,1,1,1,1,0,0,0
3cf0,22.91793111,57,(1 0 0 0),0,2199,2199,1,1,1,1,0,0,0
3cf0,22.91793111,56,(1 0 0 0),0,2199,2199,1,1,1,1,0,0,0
3CPH,19.268908,17,(1 0 0 0),0,1407,3519,2.501066098,1,1,1,0,0,0.001436781609
3D5S,16.759129,12,(0 0 1 0),0,521,2335,4.481765835,1,1,1,0,0,0.0008631851532
3DAW,14.796002,9,(1 0 0 0),0,1155,2931,2.537662338,1,1,1,0,0,0.001821493625
3dmp,24.34559749,18,(0 0 1 0),0,1676,1666,1.006002401,1,1,1,0,0,0
3dmp,7.136693,16,(0 0 1 0),0,1676,1676,1,1,1,1,0,0,0
3edp,19.32488,7,(0 0 1 0),0,1762,1736,1.014976959,1,1,1,0,0,0
3EO1,21.915592,30,(1 0 0 0),0,1778,3250,1.827896513,2,2,1,0,0.5,0.003047851265
3EOA,8.925069,19,(1 0 0 0),0,1438,3286,2.28511822,1,2,2,0,0.5,0.002445735249
3F1P,12.169281,4,(1 0 0 0),0,924,925,1.001082251,1,1,1,0,0,0.004347826087
3FN1,15.993732,2,(1 0 0 0),0,715,1276,1.784615385,1,1,1,0,0,0.003646973012
3G6D,9.666691,8,(1 0 0 0),0,818,3236,3.95599022,1,2,2,0,6.5,0.002473716759
3H11,13.544788,12,(1 0 0 0),1,1723,1871,1.085896692,1,2,2,0,112,0.005109862034
3H2V,8.929556,5,(1 0 0 0),0,599,1351,2.25542571,1,1,1,0,0,0.002390438247
3HI6,13.572886,19,(1 0 0 0),0,1446,3240,2.2406639,1,2,2,0,4,0.002751452155
3hm2,12.162584,29,(0 0 1 0),0,1270,1279,1.007086614,1,1,1,0,0,0.0007874015748
3hmu,15.59642,7,(0 0 1 0),0,3569,3535,1.009618105,1,1,1,0,0,0
3K75,14.174386,19,(1 0 0 0),0,1154,2009,1.740901213,1,1,1,0,0,0.001560874089
3kqf,12.867304,7,(0 0 1 0),0,1922,1922,1,1,1,1,0,0,0.001040582726
3kqx,17.711891,84,(1 0 0 0),0,3888,3776,1.029661017,1,1,1,0,0,0
3kqx,16.656525,86,(1 0 0 0),0,3931,3776,1.041048729,1,1,1,0,0,0
3L5W,10.211737,19,(1 0 0 0),0,775,3321,4.28516129,1,2,2,0,5,0.002440512508
3L89,18.954222,81,(1 0 0 0),0,987,4265,4.321175279,1,3,3,0,0.4714045208,0.001407129456
3LVK,11.971795,10,(0 0 1 0),0,585,6098,10.42393162,1,2,2,0,0,0.0006479831524
